"","Signal_ID","Signal_PMU_ID","Signal_Index","Signal_Name_Raw","Signal_Name_Short","Signal_Name_Group","Signal_Name_Long","Signal_Type","Signal_Asset","Signal_Voltage","Signal_Circuit","Signal_Unit","Signal_Phase"
500,"<34064-P-07>",0x8510,"7","B500SOUTH____1VB","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase B"
501,"<34064-P-08>",0x8510,"8","B500SOUTH____1VC","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase C"
502,"<34064-P-09>",0x8510,"9","L500JODOIGNE_1IP","JODOIGNE","500JODOIGNE_1","Jodoigne","Phasor","Line",500,"1","Current","Pos. Seq"
503,"<34064-P-10>",0x8510,"10","L500ROUEN____1IP","ROUEN","500ROUEN____1","Rouen","Phasor","Line",500,"1","Current","Pos. Seq"
504,"<34064-P-11>",0x8510,"11","R500G1_______1IP","G1","500G1_______1","Capacitor Group #1","Phasor","Reactor",500,"1","Current","Pos. Seq"
505,"<34064-P-12>",0x8510,"12","R500G2_______1IP","G2","500G2_______1","Capacitor Group #2","Phasor","Reactor",500,"1","Current","Pos. Seq"
506,"<34064-A-01>",0x8510,"1","A500JODOIGNE_1MW","JODOIGNE","500JODOIGNE_1","Jodoigne","Analog","Analog",500,"1","Power-Real",""
507,"<34064-A-02>",0x8510,"2","A500JODOIGNE_1MV","JODOIGNE","500JODOIGNE_1","Jodoigne","Analog","Analog",500,"1","Power-Reactive",""
508,"<34064-A-03>",0x8510,"3","A500ROUEN____1MW","ROUEN","500ROUEN____1","Rouen","Analog","Analog",500,"1","Power-Real",""
509,"<34064-A-04>",0x8510,"4","A500ROUEN____1MV","ROUEN","500ROUEN____1","Rouen","Analog","Analog",500,"1","Power-Reactive",""
510,"<34064-A-05>",0x8510,"5","A500REACG1___1MW","REACG1","500REACG1___1","Reactor Bank #1","Analog","Analog",500,"1","Power-Real",""
511,"<34064-A-06>",0x8510,"6","A500REACG1___1MV","REACG1","500REACG1___1","Reactor Bank #1","Analog","Analog",500,"1","Power-Reactive",""
512,"<34064-A-07>",0x8510,"7","A500REACG2___1MW","REACG2","500REACG2___1","Reactor Bank #2","Analog","Analog",500,"1","Power-Real",""
513,"<34064-A-08>",0x8510,"8","A500REACG2___1MV","REACG2","500REACG2___1","Reactor Bank #2","Analog","Analog",500,"1","Power-Reactive",""
514,"<34064-F-01>",0x8510,"1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
515,"<34064-F-02>",0x8510,"2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
516,"<34080-P-01>",0x8520,"1","B230WEST_____1VP","WEST","230WEST_____1","W","Phasor","Bus",230,"1","Voltage","Pos. Seq"
517,"<34080-P-02>",0x8520,"2","B230WEST_____1VA","WEST","230WEST_____1","W","Phasor","Bus",230,"1","Voltage","Phase A"
518,"<34080-P-03>",0x8520,"3","B230WEST_____1VB","WEST","230WEST_____1","W","Phasor","Bus",230,"1","Voltage","Phase B"
519,"<34080-P-04>",0x8520,"4","B230WEST_____1VC","WEST","230WEST_____1","W","Phasor","Bus",230,"1","Voltage","Phase C"
520,"<34080-P-05>",0x8520,"5","T230BANK1____1VP","BANK1","230BANK1____1","Transformer Bank #1","Phasor","Transformer",230,"1","Voltage","Pos. Seq"
521,"<34080-P-06>",0x8520,"6","T230BANK1____1VA","BANK1","230BANK1____1","Transformer Bank #1","Phasor","Transformer",230,"1","Voltage","Phase A"
522,"<34080-P-07>",0x8520,"7","T230BANK1____1VB","BANK1","230BANK1____1","Transformer Bank #1","Phasor","Transformer",230,"1","Voltage","Phase B"
523,"<34080-P-08>",0x8520,"8","T230BANK1____1VC","BANK1","230BANK1____1","Transformer Bank #1","Phasor","Transformer",230,"1","Voltage","Phase C"
524,"<34080-P-09>",0x8520,"9","L230BIGLWADE_1IP","BIGLWADE","230BIGLWADE_1","Biggleswade","Phasor","Line",230,"1","Current","Pos. Seq"
525,"<34080-P-10>",0x8520,"10","T230BANK1____1IP","BANK1","230BANK1____1","Transformer Bank #1","Phasor","Transformer",230,"1","Current","Pos. Seq"
526,"<34080-P-11>",0x8520,"11","R230G2_______1IP","G2","230G2_______1","Capacitor Group #2","Phasor","Reactor",230,"1","Current","Pos. Seq"
527,"<34080-P-12>",0x8520,"12","R230G2_______2IP","G2","230G2_______2","Capacitor Group #2","Phasor","Reactor",230,"2","Current","Pos. Seq"
528,"<34080-P-13>",0x8520,"13","L230KLOTEN___1IP","KLOTEN","230KLOTEN___1","Kloten","Phasor","Line",230,"1","Current","Pos. Seq"
529,"<34080-A-01>",0x8520,"1","A230BIGLWADE_1MW","BIGLWADE","230BIGLWADE_1","Biggleswade","Analog","Analog",230,"1","Power-Real",""
530,"<34080-A-02>",0x8520,"2","A230BIGLWADE_1MV","BIGLWADE","230BIGLWADE_1","Biggleswade","Analog","Analog",230,"1","Power-Reactive",""
531,"<34080-A-03>",0x8520,"3","A230BANK1____1MW","BANK1","230BANK1____1","Transformer Bank #1","Analog","Analog",230,"1","Power-Real",""
532,"<34080-A-04>",0x8520,"4","A230BANK1____1MV","BANK1","230BANK1____1","Transformer Bank #1","Analog","Analog",230,"1","Power-Reactive",""
533,"<34080-A-05>",0x8520,"5","A230REACG2___1MW","REACG2","230REACG2___1","Reactor Bank #2","Analog","Analog",230,"1","Power-Real",""
534,"<34080-A-06>",0x8520,"6","A230REACG2___1MV","REACG2","230REACG2___1","Reactor Bank #2","Analog","Analog",230,"1","Power-Reactive",""
535,"<34080-A-07>",0x8520,"7","A230REACG2___2MW","REACG2","230REACG2___2","Reactor Bank #2","Analog","Analog",230,"2","Power-Real",""
536,"<34080-A-08>",0x8520,"8","A230REACG2___2MV","REACG2","230REACG2___2","Reactor Bank #2","Analog","Analog",230,"2","Power-Reactive",""
537,"<34080-A-09>",0x8520,"9","A230KLOTEN___1MW","KLOTEN","230KLOTEN___1","Kloten","Analog","Analog",230,"1","Power-Real",""
538,"<34080-A-10>",0x8520,"10","A230KLOTEN___1MV","KLOTEN","230KLOTEN___1","Kloten","Analog","Analog",230,"1","Power-Reactive",""
539,"<34080-F-01>",0x8520,"1","A230FREQ_____1F_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","Frequency",""
540,"<34080-F-02>",0x8520,"2","A230FREQ_____1R_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","ROCOF",""
541,"<34076-P-01>",0x851c,"1","B500EAST_____1VP","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Pos. Seq"
542,"<34076-P-02>",0x851c,"2","B500EAST_____1VA","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase A"
543,"<34076-P-03>",0x851c,"3","B500EAST_____1VB","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase B"
544,"<34076-P-04>",0x851c,"4","B500EAST_____1VC","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase C"
545,"<34076-P-05>",0x851c,"5","B500WEST_____1VP","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Pos. Seq"
546,"<34076-P-06>",0x851c,"6","B500WEST_____1VA","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase A"
547,"<34076-P-07>",0x851c,"7","B500WEST_____1VB","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase B"
548,"<34076-P-08>",0x851c,"8","B500WEST_____1VC","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase C"
549,"<34076-P-09>",0x851c,"9","L500SLAWNO___1IP","SLAWNO","500SLAWNO___1","Slawno","Phasor","Line",500,"1","Current","Pos. Seq"
550,"<34076-P-10>",0x851c,"10","L500GRIMMA___2IP","GRIMMA","500GRIMMA___2","Grimma","Phasor","Line",500,"2","Current","Pos. Seq"
551,"<34076-P-11>",0x851c,"11","L500JDGN_PH__1IP","JDGN_PH","500JDGN_PH__1","Jodoigne Powerhouse","Phasor","Line",500,"1","Current","Pos. Seq"
552,"<34076-P-12>",0x851c,"12","L500GRIMMA___1IP","GRIMMA","500GRIMMA___1","Grimma","Phasor","Line",500,"1","Current","Pos. Seq"
553,"<34076-P-13>",0x851c,"13","L500JDGN_PH__2IP","JDGN_PH","500JDGN_PH__2","Jodoigne Powerhouse","Phasor","Line",500,"2","Current","Pos. Seq"
554,"<34076-P-14>",0x851c,"14","L500JDGN_PH__3IP","JDGN_PH","500JDGN_PH__3","Jodoigne Powerhouse","Phasor","Line",500,"3","Current","Pos. Seq"
555,"<34076-A-01>",0x851c,"1","A500SLAWNO___1MW","SLAWNO","500SLAWNO___1","Slawno","Analog","Analog",500,"1","Power-Real",""
556,"<34076-A-02>",0x851c,"2","A500SLAWNO___1MV","SLAWNO","500SLAWNO___1","Slawno","Analog","Analog",500,"1","Power-Reactive",""
557,"<34076-A-03>",0x851c,"3","A500GRIMMA___2MW","GRIMMA","500GRIMMA___2","Grimma","Analog","Analog",500,"2","Power-Real",""
558,"<34076-A-04>",0x851c,"4","A500GRIMMA___2MV","GRIMMA","500GRIMMA___2","Grimma","Analog","Analog",500,"2","Power-Reactive",""
559,"<34076-A-05>",0x851c,"5","A500JDGN_PH__1MW","JDGN_PH","500JDGN_PH__1","Jodoigne Powerhouse","Analog","Analog",500,"1","Power-Real",""
560,"<34076-A-06>",0x851c,"6","A500JDGN_PH__1MV","JDGN_PH","500JDGN_PH__1","Jodoigne Powerhouse","Analog","Analog",500,"1","Power-Reactive",""
561,"<34076-A-07>",0x851c,"7","A500GRIMMA___1MW","GRIMMA","500GRIMMA___1","Grimma","Analog","Analog",500,"1","Power-Real",""
562,"<34076-A-08>",0x851c,"8","A500GRIMMA___1MV","GRIMMA","500GRIMMA___1","Grimma","Analog","Analog",500,"1","Power-Reactive",""
563,"<34076-A-09>",0x851c,"9","A500JDGN_PH__2MW","JDGN_PH","500JDGN_PH__2","Jodoigne Powerhouse","Analog","Analog",500,"2","Power-Real",""
564,"<34076-A-10>",0x851c,"10","A500JDGN_PH__2MV","JDGN_PH","500JDGN_PH__2","Jodoigne Powerhouse","Analog","Analog",500,"2","Power-Reactive",""
565,"<34076-A-11>",0x851c,"11","A500JDGN_PH__3MW","JDGN_PH","500JDGN_PH__3","Jodoigne Powerhouse","Analog","Analog",500,"3","Power-Real",""
566,"<34076-A-12>",0x851c,"12","A500JDGN_PH__3MV","JDGN_PH","500JDGN_PH__3","Jodoigne Powerhouse","Analog","Analog",500,"3","Power-Reactive",""
567,"<34076-F-01>",0x851c,"1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
568,"<34076-F-02>",0x851c,"2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
569,"<34078-P-01>",0x851e,"1","B500EAST_____1VP","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Pos. Seq"
570,"<34078-P-02>",0x851e,"2","B500EAST_____1VA","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase A"
571,"<34078-P-03>",0x851e,"3","B500EAST_____1VB","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase B"
572,"<34078-P-04>",0x851e,"4","B500EAST_____1VC","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase C"
573,"<34078-P-05>",0x851e,"5","B500WEST_____1VP","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Pos. Seq"
574,"<34078-P-06>",0x851e,"6","B500WEST_____1VA","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase A"
575,"<34078-P-07>",0x851e,"7","B500WEST_____1VB","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase B"
576,"<34078-P-08>",0x851e,"8","B500WEST_____1VC","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase C"
577,"<34078-P-09>",0x851e,"9","L500MARSLLE__1IP","MARSLLE","500MARSLLE__1","Marseille","Phasor","Line",500,"1","Current","Pos. Seq"
578,"<34078-P-10>",0x851e,"10","L500JDGN_PH__4IP","JDGN_PH","500JDGN_PH__4","Jodoigne Powerhouse","Phasor","Line",500,"4","Current","Pos. Seq"
579,"<34078-P-11>",0x851e,"11","L500BLGRADE__2IP","BLGRADE","500BLGRADE__2","Belgrade","Phasor","Line",500,"2","Current","Pos. Seq"
580,"<34078-P-12>",0x851e,"12","L500MCLN_____2IP","MCLN","500MCLN_____2","Mclean","Phasor","Line",500,"2","Current","Pos. Seq"
581,"<34078-P-13>",0x851e,"13","L500ROKBERG__1IP","ROKBERG","500ROKBERG__1","Rockenberg","Phasor","Line",500,"1","Current","Pos. Seq"
582,"<34078-P-14>",0x851e,"14","L500BLGRADE__1IP","BLGRADE","500BLGRADE__1","Belgrade","Phasor","Line",500,"1","Current","Pos. Seq"
583,"<34078-A-01>",0x851e,"1","A500MARSLLE__1MW","MARSLLE","500MARSLLE__1","Marseille","Analog","Analog",500,"1","Power-Real",""
584,"<34078-A-02>",0x851e,"2","A500MARSLLE__1MV","MARSLLE","500MARSLLE__1","Marseille","Analog","Analog",500,"1","Power-Reactive",""
585,"<34078-A-03>",0x851e,"3","A500JDGN_PH__4MW","JDGN_PH","500JDGN_PH__4","Jodoigne Powerhouse","Analog","Analog",500,"4","Power-Real",""
586,"<34078-A-04>",0x851e,"4","A500JDGN_PH__4MV","JDGN_PH","500JDGN_PH__4","Jodoigne Powerhouse","Analog","Analog",500,"4","Power-Reactive",""
587,"<34078-A-05>",0x851e,"5","A500BLGRADE__2MW","BLGRADE","500BLGRADE__2","Belgrade","Analog","Analog",500,"2","Power-Real",""
588,"<34078-A-06>",0x851e,"6","A500BLGRADE__2MV","BLGRADE","500BLGRADE__2","Belgrade","Analog","Analog",500,"2","Power-Reactive",""
589,"<34078-A-07>",0x851e,"7","A500MCLN_____2MW","MCLN","500MCLN_____2","Mclean","Analog","Analog",500,"2","Power-Real",""
590,"<34078-A-08>",0x851e,"8","A500MCLN_____2MV","MCLN","500MCLN_____2","Mclean","Analog","Analog",500,"2","Power-Reactive",""
591,"<34078-A-09>",0x851e,"9","A500ROKBERG__1MW","ROKBERG","500ROKBERG__1","Rockenberg","Analog","Analog",500,"1","Power-Real",""
592,"<34078-A-10>",0x851e,"10","A500ROKBERG__1MV","ROKBERG","500ROKBERG__1","Rockenberg","Analog","Analog",500,"1","Power-Reactive",""
593,"<34078-A-11>",0x851e,"11","A500BLGRADE__1MW","BLGRADE","500BLGRADE__1","Belgrade","Analog","Analog",500,"1","Power-Real",""
594,"<34078-A-12>",0x851e,"12","A500BLGRADE__1MV","BLGRADE","500BLGRADE__1","Belgrade","Analog","Analog",500,"1","Power-Reactive",""
595,"<34078-F-01>",0x851e,"1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
596,"<34078-F-02>",0x851e,"2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
597,"<34026-P-01>",0x84ea,"1","B230MAIN_____1VP","MAIN","230MAIN_____1","Main","Phasor","Bus",230,"1","Voltage","Pos. Seq"
598,"<34026-P-02>",0x84ea,"2","B230MAIN_____1VA","MAIN","230MAIN_____1","Main","Phasor","Bus",230,"1","Voltage","Phase A"
599,"<34026-P-03>",0x84ea,"3","B230MAIN_____1VB","MAIN","230MAIN_____1","Main","Phasor","Bus",230,"1","Voltage","Phase B"
600,"<34026-P-04>",0x84ea,"4","B230MAIN_____1VC","MAIN","230MAIN_____1","Main","Phasor","Bus",230,"1","Voltage","Phase C"
601,"<34026-P-05>",0x84ea,"5","L230RIVES____1IP","RIVES","230RIVES____1","Rives","Phasor","Line",230,"1","Current","Pos. Seq"
602,"<34026-P-06>",0x84ea,"6","L230HORLEY___1IP","HORLEY","230HORLEY___1","Horley","Phasor","Line",230,"1","Current","Pos. Seq"
603,"<34026-P-07>",0x84ea,"7","L230BUS TIE__1IP","BUS TIE","230BUS TIE__1","Bus Tie","Phasor","Line",230,"1","Current","Pos. Seq"
604,"<34026-P-08>",0x84ea,"8","L230ST_MRTZ__1IP","ST_MRTZ","230ST_MRTZ__1","St. Moritz","Phasor","Line",230,"1","Current","Pos. Seq"
605,"<34026-P-09>",0x84ea,"9","L230SVC______1IP","SVC","230SVC______1","SVC","Phasor","Line",230,"1","Current","Pos. Seq"
606,"<34026-P-10>",0x84ea,"10","R230G2_______1IP","G2","230G2_______1","Capacitor Group #2","Phasor","Reactor",230,"1","Current","Pos. Seq"
607,"<34026-A-01>",0x84ea,"1","A230RIVES____1MW","RIVES","230RIVES____1","Rives","Analog","Analog",230,"1","Power-Real",""
608,"<34026-A-02>",0x84ea,"2","A230RIVES____1MV","RIVES","230RIVES____1","Rives","Analog","Analog",230,"1","Power-Reactive",""
609,"<34026-A-03>",0x84ea,"3","A230HORLEY___1MW","HORLEY","230HORLEY___1","Horley","Analog","Analog",230,"1","Power-Real",""
610,"<34026-A-04>",0x84ea,"4","A230HORLEY___1MV","HORLEY","230HORLEY___1","Horley","Analog","Analog",230,"1","Power-Reactive",""
611,"<34026-A-05>",0x84ea,"5","A230BUS TIE__1MW","BUS TIE","230BUS TIE__1","Bus Tie","Analog","Analog",230,"1","Power-Real",""
612,"<34026-A-06>",0x84ea,"6","A230BUS TIE__1MV","BUS TIE","230BUS TIE__1","Bus Tie","Analog","Analog",230,"1","Power-Reactive",""
613,"<34026-A-07>",0x84ea,"7","A230ST_MRTZ__1MW","ST_MRTZ","230ST_MRTZ__1","St. Moritz","Analog","Analog",230,"1","Power-Real",""
614,"<34026-A-08>",0x84ea,"8","A230ST_MRTZ__1MV","ST_MRTZ","230ST_MRTZ__1","St. Moritz","Analog","Analog",230,"1","Power-Reactive",""
615,"<34026-A-09>",0x84ea,"9","A230SVC______1MW","SVC","230SVC______1","SVC","Analog","Analog",230,"1","Power-Real",""
616,"<34026-A-10>",0x84ea,"10","A230SVC______1MV","SVC","230SVC______1","SVC","Analog","Analog",230,"1","Power-Reactive",""
617,"<34026-A-11>",0x84ea,"11","A230REACG2___1MW","REACG2","230REACG2___1","Reactor Bank #2","Analog","Analog",230,"1","Power-Real",""
618,"<34026-A-12>",0x84ea,"12","A230REACG2___1MV","REACG2","230REACG2___1","Reactor Bank #2","Analog","Analog",230,"1","Power-Reactive",""
619,"<34026-F-01>",0x84ea,"1","A230FREQ_____1F_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","Frequency",""
620,"<34026-F-02>",0x84ea,"2","A230FREQ_____1R_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","ROCOF",""
621,"<34357-P-01>",0x8635,"1","B230MAIN_____1VP","MAIN","230MAIN_____1","Main","Phasor","Bus",230,"1","Voltage","Pos. Seq"
622,"<34357-P-02>",0x8635,"2","B230MAIN_____1VA","MAIN","230MAIN_____1","Main","Phasor","Bus",230,"1","Voltage","Phase A"
623,"<34357-P-03>",0x8635,"3","B230MAIN_____1VB","MAIN","230MAIN_____1","Main","Phasor","Bus",230,"1","Voltage","Phase B"
624,"<34357-P-04>",0x8635,"4","B230MAIN_____1VC","MAIN","230MAIN_____1","Main","Phasor","Bus",230,"1","Voltage","Phase C"
625,"<34357-P-05>",0x8635,"5","T230BANK1____1IP","BANK1","230BANK1____1","Transformer Bank #1","Phasor","Transformer",230,"1","Current","Pos. Seq"
626,"<34357-P-06>",0x8635,"6","T230BANK2____1IP","BANK2","230BANK2____1","Transformer Bank #2","Phasor","Transformer",230,"1","Current","Pos. Seq"
627,"<34357-P-07>",0x8635,"7","L230BUS TIE__1IP","BUS TIE","230BUS TIE__1","Bus Tie","Phasor","Line",230,"1","Current","Pos. Seq"
628,"<34357-P-08>",0x8635,"8","T230BANK3____1IP","BANK3","230BANK3____1","Transformer Bank #3","Phasor","Transformer",230,"1","Current","Pos. Seq"
629,"<34357-A-01>",0x8635,"1","A230BANK1____1MW","BANK1","230BANK1____1","Transformer Bank #1","Analog","Analog",230,"1","Power-Real",""
630,"<34357-A-02>",0x8635,"2","A230BANK1____1MV","BANK1","230BANK1____1","Transformer Bank #1","Analog","Analog",230,"1","Power-Reactive",""
631,"<34357-A-03>",0x8635,"3","A230BANK2____1MW","BANK2","230BANK2____1","Transformer Bank #2","Analog","Analog",230,"1","Power-Real",""
632,"<34357-A-04>",0x8635,"4","A230BANK2____1MV","BANK2","230BANK2____1","Transformer Bank #2","Analog","Analog",230,"1","Power-Reactive",""
633,"<34357-A-05>",0x8635,"5","A230BUS TIE__1MW","BUS TIE","230BUS TIE__1","Bus Tie","Analog","Analog",230,"1","Power-Real",""
634,"<34357-A-06>",0x8635,"6","A230BUS TIE__1MV","BUS TIE","230BUS TIE__1","Bus Tie","Analog","Analog",230,"1","Power-Reactive",""
635,"<34357-A-07>",0x8635,"7","A230BANK3____1MW","BANK3","230BANK3____1","Transformer Bank #3","Analog","Analog",230,"1","Power-Real",""
636,"<34357-A-08>",0x8635,"8","A230BANK3____1MV","BANK3","230BANK3____1","Transformer Bank #3","Analog","Analog",230,"1","Power-Reactive",""
637,"<34357-F-01>",0x8635,"1","A230FREQ_____1F_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","Frequency",""
638,"<34357-F-02>",0x8635,"2","A230FREQ_____1R_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","ROCOF",""
639,"<34024-P-01>",0x84e8,"1","B500WEST_____1VP","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Pos. Seq"
640,"<34024-P-02>",0x84e8,"2","B500WEST_____1VA","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase A"
641,"<34024-P-03>",0x84e8,"3","B500WEST_____1VB","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase B"
642,"<34024-P-04>",0x84e8,"4","B500WEST_____1VC","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase C"
643,"<34024-P-05>",0x84e8,"5","L500ALBION___1VP","ALBION","500ALBION___1","Albion","Phasor","Line",500,"1","Voltage","Pos. Seq"
644,"<34024-P-06>",0x84e8,"6","L500ALBION___1VA","ALBION","500ALBION___1","Albion","Phasor","Line",500,"1","Voltage","Phase A"
645,"<34024-P-07>",0x84e8,"7","L500ALBION___1VB","ALBION","500ALBION___1","Albion","Phasor","Line",500,"1","Voltage","Phase B"
646,"<34024-P-08>",0x84e8,"8","L500ALBION___1VC","ALBION","500ALBION___1","Albion","Phasor","Line",500,"1","Voltage","Phase C"
647,"<34024-P-09>",0x84e8,"9","T500BANK2____1IP","BANK2","500BANK2____1","Transformer Bank #2","Phasor","Transformer",500,"1","Current","Pos. Seq"
648,"<34024-P-10>",0x84e8,"10","L500ALBION___1IP","ALBION","500ALBION___1","Albion","Phasor","Line",500,"1","Current","Pos. Seq"
649,"<34024-P-11>",0x84e8,"11","L500PEAHVN___1IP","PEAHVN","500PEAHVN___1","Peacehaven","Phasor","Line",500,"1","Current","Pos. Seq"
650,"<34024-P-12>",0x84e8,"12","C500G3_______1IP","G3","500G3_______1","Capacitor Group #3","Phasor","Capacator",500,"1","Current","Pos. Seq"
651,"<34024-A-01>",0x84e8,"1","A500BANK2____1MW","BANK2","500BANK2____1","Transformer Bank #2","Analog","Analog",500,"1","Power-Real",""
652,"<34024-A-02>",0x84e8,"2","A500BANK2____1MV","BANK2","500BANK2____1","Transformer Bank #2","Analog","Analog",500,"1","Power-Reactive",""
653,"<34024-A-03>",0x84e8,"3","A500ALBION___1MW","ALBION","500ALBION___1","Albion","Analog","Analog",500,"1","Power-Real",""
654,"<34024-A-04>",0x84e8,"4","A500ALBION___1MV","ALBION","500ALBION___1","Albion","Analog","Analog",500,"1","Power-Reactive",""
655,"<34024-A-05>",0x84e8,"5","A500PEAHVN___1MW","PEAHVN","500PEAHVN___1","Peacehaven","Analog","Analog",500,"1","Power-Real",""
656,"<34024-A-06>",0x84e8,"6","A500PEAHVN___1MV","PEAHVN","500PEAHVN___1","Peacehaven","Analog","Analog",500,"1","Power-Reactive",""
657,"<34024-A-07>",0x84e8,"7","A500CAPG3____1MW","CAPG3","500CAPG3____1","Cap Grp #03","Analog","Analog",500,"1","Power-Real",""
658,"<34024-A-08>",0x84e8,"8","A500CAPG3____1MV","CAPG3","500CAPG3____1","Cap Grp #03","Analog","Analog",500,"1","Power-Reactive",""
659,"<34024-F-01>",0x84e8,"1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
660,"<34024-F-02>",0x84e8,"2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
661,"<34092-P-01>",0x852c,"1","L500LOWLL_PH_1VP","LOWLL_PH","500LOWLL_PH_1","Lowell Powerhouse","Phasor","Line",500,"1","Voltage","Pos. Seq"
662,"<34092-P-02>",0x852c,"2","L500LOWLL_PH_1VA","LOWLL_PH","500LOWLL_PH_1","Lowell Powerhouse","Phasor","Line",500,"1","Voltage","Phase A"
663,"<34092-P-03>",0x852c,"3","L500LOWLL_PH_1VB","LOWLL_PH","500LOWLL_PH_1","Lowell Powerhouse","Phasor","Line",500,"1","Voltage","Phase B"
664,"<34092-P-04>",0x852c,"4","L500LOWLL_PH_1VC","LOWLL_PH","500LOWLL_PH_1","Lowell Powerhouse","Phasor","Line",500,"1","Voltage","Phase C"
665,"<34092-P-05>",0x852c,"5","L500MCLN_____1VP","MCLN","500MCLN_____1","Mclean","Phasor","Line",500,"1","Voltage","Pos. Seq"
666,"<34092-P-06>",0x852c,"6","L500MCLN_____1VA","MCLN","500MCLN_____1","Mclean","Phasor","Line",500,"1","Voltage","Phase A"
667,"<34092-P-07>",0x852c,"7","L500MCLN_____1VB","MCLN","500MCLN_____1","Mclean","Phasor","Line",500,"1","Voltage","Phase B"
668,"<34092-P-08>",0x852c,"8","L500MCLN_____1VC","MCLN","500MCLN_____1","Mclean","Phasor","Line",500,"1","Voltage","Phase C"
669,"<34092-P-09>",0x852c,"9","L500LOWLL_PH_1IP","LOWLL_PH","500LOWLL_PH_1","Lowell Powerhouse","Phasor","Line",500,"1","Current","Pos. Seq"
670,"<34092-P-10>",0x852c,"10","L500LITMCE___2IP","LITMCE","500LITMCE___2","Litomerice","Phasor","Line",500,"2","Current","Pos. Seq"
671,"<34092-P-11>",0x852c,"11","L500MCLN_____1IP","MCLN","500MCLN_____1","Mclean","Phasor","Line",500,"1","Current","Pos. Seq"
672,"<34092-P-12>",0x852c,"12","L500LITMCE___1IP","LITMCE","500LITMCE___1","Litomerice","Phasor","Line",500,"1","Current","Pos. Seq"
673,"<34092-A-01>",0x852c,"1","A500LOWLL_PH_1MW","LOWLL_PH","500LOWLL_PH_1","Lowell Powerhouse","Analog","Analog",500,"1","Power-Real",""
674,"<34092-A-02>",0x852c,"2","A500LOWLL_PH_1MV","LOWLL_PH","500LOWLL_PH_1","Lowell Powerhouse","Analog","Analog",500,"1","Power-Reactive",""
675,"<34092-A-03>",0x852c,"3","A500LITMCE___2MW","LITMCE","500LITMCE___2","Litomerice","Analog","Analog",500,"2","Power-Real",""
676,"<34092-A-04>",0x852c,"4","A500LITMCE___2MV","LITMCE","500LITMCE___2","Litomerice","Analog","Analog",500,"2","Power-Reactive",""
677,"<34092-A-05>",0x852c,"5","A500MCLN_____1MW","MCLN","500MCLN_____1","Mclean","Analog","Analog",500,"1","Power-Real",""
678,"<34092-A-06>",0x852c,"6","A500MCLN_____1MV","MCLN","500MCLN_____1","Mclean","Analog","Analog",500,"1","Power-Reactive",""
